id,host_id,host_name,price,minimum_nights,number_of_reviews
4737930,1235070,Olson,9999,5,1
4738250,24461143,Jisoo,77,1,0
4738406,24462091,Jasmin,40,6,0
4738429,295128,Carol Gloria,110,1,15
4738946,15821855,Tessa,65,1,1
4739407,24467359,Juan-Pablo,85,5,14
4739703,24468833,Amanda,175,3,19
4742068,22616989,Don,93,3,52
4742102,6932195,Mindy (...And I'M Jeff),375,2,30
4742842,7111318,Morgan Marie,100,3,111
4743840,895109,Jeffrey,258,3,57
4744276,24487418,Daniel,75,2,19
4744487,24487842,David,118,30,29
4744592,6648212,Mike,120,4,4
4745012,1766929,Stephanie,154,4,17
4745212,2665225,Sila,150,3,1
4745876,21047204,Michael,150,2,1
4745879,18975770,Martina,145,2,93
4746171,24450948,Peter,250,2,11
4747068,24500940,Jesse,100,5,24
4747624,24109763,Tang,155,1,193
4748873,24508767,Angelina,100,1,0
4750486,13631524,Hernan & Chelsea,75,2,262
4750578,11950208,Luisa,110,1,0
4751686,21247073,Bowie,50,12,4
4752020,24454906,Kristopher,225,1,0
4752249,12112004,Kylie,150,1,0
4752659,24525377,Jin,125,1,73
4753571,24529969,Ellie,200,3,10
4753639,24530713,Byron,90,2,16
4753866,24530713,Byron,125,1,4
4753918,3709510,Deacon,125,2,0
4754646,6649124,Yuval,70,1,0
4756125,2702777,Vicky,55,1,0
4756297,840590,Ben,199,2,3
4756551,4031913,Sheena,89,2,139
4756578,24544724,Katrina,298,3,16
4756856,1832442,Carolina,70,1,0
4757212,10563051,Eveline,110,15,26
4757941,24551170,Neil,239,2,2
4758028,9150099,Melisa,300,3,2
4758601,24554369,Laina,31,5,1
4758877,24555605,Robert,70,2,0
4758924,24555785,Shanna,73,1,1
4759361,15055041,Nathan,70,2,248
4759680,11045893,Nicky,63,25,10
4759906,15310997,Mor,200,30,9
4760076,7741110,Victoria,220,4,149
4760085,24561040,Ame,95,2,132
4760107,16437254,Benjamin,127,30,7
4760504,302865,Gamze,85,8,0
4762718,22814290,Maximiliano,250,5,0
4763327,24576978,,195,1,1
4765123,24584990,Travis,50,3,8
4765631,24587292,Rania,60,7,0
4765659,24587457,James,58,9,2
4766198,24590092,Debbie,80,1,2
4766284,420111,Angie,73,2,15
4766468,24591281,James,91,15,1
4766582,24591710,Ela,100,30,19
4766618,16066343,Curtis,52,3,186
4766819,13705706,Rebecca,65,1,0
4767139,15815124,Tanya,70,2,45
4767549,207356,Martin & Julia,150,5,1
4767748,24597265,Freda,107,7,105
4768030,24598868,Elijah,80,1,0
4768982,7182609,Hannah,45,12,0
4771964,23062393,Yalda,62,20,2
4772857,24597265,Freda,49,7,4
4772987,24597265,Freda,50,6,17
4773463,7156474,Haley,175,1,0
4774041,22565253,Yinny,129,5,48
4774190,17921968,Danielle,198,3,103
4774496,24517455,Terry,185,1,121
4774629,1660841,Syreeta,90,1,0
4774658,24625694,Josh,40,1,0
4774763,24404928,Jeremy,130,1,9
4774924,6465286,Masha,100,2,32
4775278,6948005,Matt,75,1,1
4775547,4601412,Mia,90,5,107
4775737,24630374,Takako,110,4,14
4776045,8873293,Helena S,65,2,8
4776065,12300501,Paul,49,1,102
4776107,24631934,Idris,400,3,42
4777063,1641589,Lauren,60,2,0
4777166,24636847,Troy,31,3,3
4777236,3295012,Marc & Farnoosh,70,1,28
4777269,24585465,Amy,250,2,23
4777597,10319096,Saville,215,1,0
4777745,24639120,Alexander,235,6,13
4777903,1581845,Indi,2400,1,2
4778638,24643923,Toby,35,20,2
4781069,482242,Roy,59,1,0
4781700,24655252,Gabriel,65,17,24
4782243,2715121,Miriam,180,1,5
4782252,24657274,Daniel,175,1,0
4782569,5071632,Rose,81,3,47
4782799,2910317,Megan,225,1,14
4783057,24660443,Hollis,100,4,123
4783437,186888,Matthew,75,3,125
4783614,3805240,Lika,85,7,2
4783738,7655962,Dee J,99,6,11
4783809,177846,Alexandra,175,4,27
4784618,24666854,Namrata,90,1,0
4784741,12374283,Ryan,125,1,39
4784846,24667595,Pierre,30,1,8
4784867,198387,Kim,165,5,26
4785105,18156463,Bethany,149,3,0
4785563,1977947,Stephanie,100,1,0
4785941,1786943,Nikolaos,200,4,2
4786030,24672682,Panayota,110,1,1
4786139,1760609,Matt + Allie,315,1,2
4786675,23852000,Aram,148,30,16
4787201,7365719,Annika,150,5,12
4787386,24678971,Nir,175,1,41
4787527,9767363,Roger,59,2,151
4788812,23020530,Val,139,1,1
4790969,2052361,Katya,50,3,50
4791389,4923436,Simon,250,30,2
4791542,14608821,Jiawen,42,7,0
4791964,1725974,Elani,100,1,0
4792192,16297020,Kasia,80,1,0
4792219,11479819,Marnie,90,14,0
4792342,6328283,Steven,105,2,49
4792430,13343955,Sarah,75,2,6
4792529,57101,Maribel & Carolina,130,1,186
4792705,3471761,Kevin & Yuan,149,2,145
4794322,24704747,Eli,200,1,3
4794512,7503643,Vida,149,30,2
4795029,24710778,Nick,60,1,1
4795088,24711105,Stephanie,100,1,0
4795390,16151285,Carol,43,28,15
4795485,24712268,L & R,145,5,11
4795857,8902883,Matthias,85,30,10
4796070,24715671,Julia,275,30,39
4796255,810311,Farai,100,3,3
4798723,23982388,Jolie,105,30,2
4798794,1660906,Victoria,250,2,3
4799245,24728241,Eddie,180,1,0
4799839,5999440,Gaetano,175,2,188
4800921,1559494,Hill,600,2,20
4801661,9864136,Anthony,95,30,37
4802299,24740606,Zsuzsanna,150,2,2
4802374,12968821,Anupam,119,10,12
4802648,13026391,Kenneth,165,2,11
4803244,24744819,Diego Fernando,50,1,0
4803623,24747103,Rachel,225,1,0
4803750,932245,Angelina,80,2,22
4804228,24750076,Chaz,149,4,15
4807244,24761711,Aron,195,2,186
4807492,1870841,David,130,3,5
4807899,3422859,Martin,95,3,9
4808065,23982388,Jolie,125,30,5
4808239,23982388,Jolie,95,30,3
4808505,24765924,Cesar,50,1,55
4808745,23982388,Jolie,85,30,2
4809056,5715779,Jessi,95,1,0
4809337,24770709,Sakina,50,1,0
4809346,24766218,Anna,80,14,2
4813140,22643930,Joe,320,3,125
4813236,24789838,Aljosha,37,17,0
4813259,4312196,Joshua,90,4,1
4813342,23982388,Jolie,95,30,4
4813781,24792241,Stephanie,85,3,6
4813832,13486673,David,79,13,8
4814075,24793480,Nathan,100,7,0
4814810,24796602,Wesly/Jessica,54,2,50
4815028,24797535,Leslie,129,10,29
4815848,3211,Catherine,90,4,21
4815886,7351,Tanda,254,2,8
4817139,21671443,Leandro,159,2,16
4817208,3514707,Kaori,90,5,2
4820897,177846,Alexandra,85,5,47
4821218,24827152,Wendy,45,3,5
4821331,24827643,Danny,275,10,1
4821605,24828814,Aaron,38,1,1
4821786,1543006,Sophia,100,2,3
4822057,19660044,Jennifer,103,1,7
4822181,23772724,Elem,99,30,8
4822324,24832100,Lindsay,185,3,7
4822557,24832418,Patrick,90,1,0
4822822,11708118,Brian,86,4,2
4823105,24835471,Olga,40,3,23
4823386,16514175,Karen,165,2,58
4823529,6677425,Isabel,35,2,134
4823682,2921076,Kelly,2000,7,3
4823910,10503302,Florence,117,14,0
4823959,24633966,Phil,50,14,0
4824052,24839116,Ainsley,175,3,14
4824146,24840863,Daniel,95,1,1
4824211,24841295,Micheline,70,2,5
4824310,7402258,Golsana,100,3,18
4824361,1445060,Chi,150,4,3
4824521,24842701,Mel,169,3,130
4824808,24844547,Cristina,50,1,0
4824847,20934972,Kai,99,1,5
4824849,24844621,Paul,200,1,0
4825359,3800548,Phoebe,70,4,6
4828336,7552191,Lindsey,130,14,33
4829068,17883343,Myles,125,1,0
4829088,854458,Brian,180,2,11
4829779,1631807,Jillian,80,5,1
4830154,24865745,Subramanian,45,1,0
4830158,21191214,Alex,99,5,0
4830494,2489199,Michael,99,25,16
4830799,3677131,Alex,99,1,58
4831603,24872048,Kelly,225,1,0
4831703,24614110,Adreanna,150,1,3
4831795,323771,Maxi,100,3,0
4832126,6707311,T-Po,73,2,39
4833294,24878584,Spencer,180,1,0
4833671,20038668,Sheila,80,1,9
4836986,24895956,Giorgi,80,1,39
4837865,19636200,Sonam And Roommates,85,1,34
4837935,24899760,Christopher,175,4,0
4838260,20357771,Jun,100,1,1
4838271,1304390,Barry,85,4,2
4838540,10600973,Mj,65,5,7
4839016,24903878,Herbie,150,1,1
4839323,988069,Angelina,249,30,0
4839357,854567,Oketo,40,1,0
4839805,6430105,Lisa,200,1,1
4839932,24907501,Milena,124,14,8
4840211,24821875,Rosalia,200,1,0
4840381,12730517,Robert,50,1,1
4840794,24833732,Bobby,160,2,6
4840841,4244200,Claire,200,2,0
4840977,24913141,Mara,300,6,0
4841187,14923355,Ra-Ey,200,3,7
4841431,24915465,Oded,139,1,44
4841843,15615036,Ronnie,49,4,19
4842054,24918898,Javier,55,4,13
4842112,7065271,Sophie,260,10,4
4842507,6954001,Arian,150,1,0
4845237,12485770,Raanan,110,30,8
4846199,5545129,Brady,110,5,2
4846449,6486116,Ari,81,1,142
4846754,6885157,Randy,60,1,23
4846877,6706914,Leanne,65,1,1
4847312,24941494,Rudy And Joan,175,3,0
4847624,22930715,Natalie,130,2,1
4847648,157051,Agatha,240,2,9
4848500,6902571,Francesco,130,2,6
4848528,1475015,Mike,97,30,6
4849266,24950473,Dasha,50,2,0
4849703,21209568,Greg,88,7,2
4849864,2464823,Andy,112,7,5
4850000,22219331,Sam,65,1,0
4853011,24967136,Paul,105,7,53
4853287,23621417,Agel,120,1,0
4853365,414477,Ajay,70,2,15
4853437,24880134,Cam,75,3,1
4853647,6162041,Nick,99,2,129
4853870,11064999,Andrei,275,5,0
4854552,24973819,Wen,600,1,0
4855004,12220,Corina E.,90,1,24
4855612,24448659,Christian,60,3,1
4855835,2306320,Michelle,125,1,7
4856857,14747290,Corinne,65,10,4
4857075,4306959,Arikia,159,3,30
4857619,19263941,John,145,5,3
4859716,3449749,Jeana Paola,130,1,0
4859903,15398647,Kathy,255,2,47
4860430,25002053,Shailah,90,2,157
4860650,25001808,Hanayo,150,3,73
4860876,2503221,Shuang,295,2,75
4861046,7355953,Carmen,125,1,0
4863176,25015010,Irina,75,1,5
4863419,25017014,Quincy,188,2,23
4865377,11457159,Logan,130,1,2
4865387,7017213,Lenore,72,1,3
4865454,5650180,Jessica,45,3,12
4866426,2346300,Donna And Joaquin,80,1,168
4866620,1292274,Forest,94,1,51
4866867,1113080,Audrey,70,22,16
4866875,87473,Sibin,150,6,1
4867016,1968327,Azza,70,2,6
4867504,10387090,Luis Enrique,42,30,3
4867749,4952537,Eric,225,3,0
4867876,25037051,Ruth,70,1,10
4868048,15442902,Akim,60,1,0
4868150,3336995,Tamara,180,2,8
4868571,25043292,Vane,150,3,2
4869988,1509237,Leandro,105,2,88
4870239,25052740,Nina,100,5,9
4871966,3896287,Andrew And Clara,225,4,9
4873207,12708335,Sara,125,15,0
4873690,4712698,Jonathan,82,2,116
4873699,22840947,Michael,140,1,0
4874334,25073318,Brook,250,4,0
4874519,6439895,Bradley,69,4,0
4874735,516877,Julie,275,2,0
4877884,25093848,Faye + Amiyr,145,3,209
4879530,25102191,Andy,125,7,0
4879911,1473630,Hillela,100,1,2
4880277,18254644,Sarah,100,5,131
4880542,66276,Lee,190,6,8
4880811,3568184,Brock,200,1,49
4880985,25110559,Max,125,31,1
4881017,23439479,Victoria,300,4,3
4881420,25112856,Mio,159,4,40
4884601,12417880,Carson,225,2,0
4885240,210602,Deepen,300,1,0
4885569,17056215,Yaniv And Vanessa,180,2,28
4885595,25134822,Irena,99,1,38
4885673,24943630,Sarah,120,4,19
4885975,21817218,Jason,90,7,27
4886678,2470606,Ben,59,1,2
4887250,1705071,Nika,95,1,141
4887473,24982697,Fidelia,65,30,11
4887638,25145883,Sp,40,2,2
4887727,3339901,Meghan,250,4,7
4889948,17928071,Mabel,85,3,23
4890335,7920086,Susan,71,30,19
4891172,14813211,Vriana,109,4,0
4891441,3417940,Jeremy,262,2,166
4891477,6438118,Zachary,55,3,0
4891616,25168328,Daniel,70,1,1
4891701,25168888,Svjetlana,109,14,3
4892675,25175433,Pablo,40,3,0
4896937,9845403,Lenur,70,1,0
4897673,14035846,Monica,50,15,2
4900034,14289427,Francesca,120,5,8
4901020,10450922,Prerna,80,50,0
4901269,6285979,Alexandra,200,3,6
4901424,25230336,Juan Carlos,300,3,0
4901617,16460889,Daniel,175,1,4
4902025,5564276,Monica,75,1,0
4902143,557918,Bill & Regina,119,6,15
4902497,25237492,Juliana,165,30,11
4904582,25249481,Jacqueline,40,14,5
4905118,25237492,Juliana,265,30,14
4905248,25237492,Juliana,130,30,12
4905337,13772270,Mariano,85,2,3
4906823,25263341,Dana,70,15,1
4906961,551139,Owen,210,3,31
4907206,25264954,Andrew,225,1,0
4907369,25037051,Ruth,46,1,8
4907749,25268374,Gabriela,75,1,0
4907861,25268900,Jessica,126,3,98
4908078,25242899,Dave,88,4,42
4908331,25266756,Antoinette,150,5,14
4908634,25273326,Dennis,175,1,89
4908978,23772724,Elem,380,30,5
4909080,25276263,Charles,500,6,29
4909427,6230230,John,110,20,13
4909438,24127267,Arnell,175,1,1
4916150,236659,Justin,78,1,1
4916323,4422415,Damien,250,2,11
4916340,81335,Evan,125,1,171
4917122,4445005,Jamaal,200,2,3
4917217,1780076,Ashleigh,55,3,0
4918117,1633246,Natasha,65,2,9
4920912,22338025,Kerrie,175,1,0
4921548,25237492,Juliana,205,30,20
4924590,25365628,Brian,90,1,0
4925050,23069182,Richard,100,1,55
4925368,331579,Marlon,60,3,29
4925517,22210080,Kyle,99,1,318
4926610,7537442,Loydeen,50,7,25
4927853,331579,Marlon,50,3,32
4928303,23533897,Fatou,68,1,91
4929917,25003560,Adam,125,1,31
4930306,25394253,Pete,175,1,1
4930683,25399747,Ron,100,3,91
4930951,15824660,Jack,85,2,0
4931807,25401356,Krystle,125,2,7
4932075,5037211,Mariana,118,3,1
4932139,25404246,Stacey,346,198,163
4932714,25295888,Alanna,52,2,16
4933043,864735,Jason,107,30,15
4936023,8183266,Zahid,99,2,168
4936254,22087408,Dominik,150,1,17
4936694,2439175,Gary,65,4,180
4937135,25439443,Joel,85,30,5
4941141,15297517,Christopher,155,4,9
4941771,25468442,Alexandra,125,2,34
4942200,519554,Umut&Deniz,59,3,36
4942523,25473311,Michael,70,7,56
4942985,25476493,Taylor,115,1,0
4943742,3834614,Jilly,175,10,0
4946624,25494876,Vivienne,149,2,14
4947174,25412718,Benjamin,50,5,0
4947515,1556712,Margrethe,190,3,32
4948928,914838,Lior,80,20,5
4948953,19965673,Amanda,75,1,0
4950357,8253604,James & Shaun,89,1,203
4950807,25517905,Andreias,123,3,176
4951402,10795846,Sasha,78,2,171
4952989,25379501,Rivka,62,1,44
4956293,7463662,Nick,120,2,149
4956469,25537637,Emmanuel,80,2,123
4956896,8951256,Solomon,180,3,38
4957358,90860,Amy,145,2,222
4958223,25517905,Andreias,99,1,277
4961949,1649951,Sameer,300,3,57
4963215,7245581,Michael,87,100,5
4963237,310670,Vie,155,2,11
4963511,310670,Vie,250,1,15
4965152,14854832,Alix,130,1,9
4966559,25602663,Mizo,65,4,1
4967004,2007148,Chris,156,3,4
4967098,25605654,Cindy,50,1,2
4967114,25605887,Cindy,450,1,0
4967258,25082897,Fen,40,1,0
4968633,248490,Leecia,95,3,51
4968798,23345098,Jorge,45,7,30
4968817,2793778,Fernando,60,4,45
4970846,9271872,Anthony,100,4,117
4973452,693815,Jimmy,75,1,0
4973520,12342828,Marco,84,4,99
4974843,25641892,Tonia,70,2,196
4976848,519554,Umut&Deniz,69,2,80
4976919,373019,Leah,62,30,3
4977744,10350245,Brian,200,1,1
4977756,25659180,Justin,100,2,4
4978214,3737351,Lawrence,45,4,33
4978241,271527,Richard,170,3,52
4978607,2316247,Lam,150,7,10
4982699,25686141,Linden,99,3,66
4982969,2803589,Helida,45,1,0
4983264,25688822,Lucie,95,3,70
4983691,4162067,Citlali,95,4,1
4984951,23570473,James,79,1,37
4986843,2628658,Marc-Antoine,120,30,2
4987238,17985595,Lora,375,14,26
4987355,23929877,Ely,120,5,23
4987370,25711730,Natsuki,85,1,0
4987929,25715117,Lilia,100,5,46
4988556,12342828,Marco,84,4,79
4988687,25720293,Lena,549,4,17
4989295,637688,Dan,230,7,12
4991235,25271688,Margot,100,14,1
4991895,10635169,Jin,70,1,49
4993422,25744379,Sonia,72,3,36
4994058,25747773,Ellen!,140,5,2
4994264,41398078,Jimmy,125,3,0
4994266,24620881,Jack,135,1,168
4995083,25748492,David,120,1,8
4995739,25757883,Sayaka,49,1,43
4996027,45384,Nicole,240,14,20
4996877,317718,Andrew,380,4,0
4998025,25773982,Yas,150,1,9
4998221,25774748,Dong Ming,89,1,3
4998294,25773982,Yas,100,3,28
5002867,262760,Megan,75,1,24
5003266,19918657,Tommy,50,5,5
5004463,25807709,Shula,60,10,27
5006113,6095946,Fiona,760,14,1
5006114,4830078,Wesley William,85,3,15
5006927,25821864,Viva,65,3,5
5010368,25840204,Daniel,150,3,75
5010729,7847292,Tom,169,4,147
5011693,8834234,Jeremy,85,2,25
5013302,10207681,Sol,350,3,13
5013556,1387175,David,148,7,56
5014831,5349999,David,100,6,13
5015281,25870353,Amie,1000,7,0
5019183,25894037,Margaret,125,1,0
5019373,25895198,Mateo,80,7,10
5020687,10366837,Jia,72,2,94
5020842,17770322,Nicole,125,1,8
5021376,17638424,Sophie,34,1,95
5025771,630519,Alex,288,1,2
5028135,3560446,Jay,167,2,59
5028264,25881276,Jordana,125,21,45
5028478,3116461,Kyala,100,2,67
5028653,5244243,Mie,290,5,0
5029202,14362471,Andy And TJ,229,30,6
5029204,3646549,Katherine,100,2,49
5029573,25961456,Adam,60,1,0
5029703,25318403,Bethany,225,3,87
5030256,8707742,Kanhar,70,2,0
5031178,21721684,S.,174,3,198
5031539,25974544,Patrick,350,1,0
5033691,25237492,Juliana,250,30,13
5034136,25237492,Juliana,105,30,15
5036261,15929586,Jorge,40,3,95
5036659,25999700,Jacqueline,50,14,43
5037654,26005018,Pia,65,3,43
5037892,6228539,Michelle,75,30,1
5038299,17465490,Tarun,180,31,1
5039939,26018110,Vincent,60,25,0
5040218,26019828,Sonia,69,2,22
5040653,19195540,Dor,150,4,36
5040919,26024349,Joyce,200,1,0
5040951,26024433,Sal,125,3,21
5041891,26031034,David,795,4,22
5046189,23732730,Buddy,450,2,45
5046190,22776830,Ella,80,1,0
5046422,2370532,Nick,300,2,8
5046894,6454648,Laksen & Nikki,80,1,29
5048535,905563,Courtney,75,5,0
5049823,22927481,Howard,500,3,1
5050156,193488,Jane,135,1,14
5050369,23465153,Darrin,250,1,0
5050664,93292,Alexa,80,3,153
5050799,16616158,Will,85,5,22
5051597,10975987,Lisa,150,4,119
5052495,26089087,Karron,60,1,33
5052897,26079021,Michael,249,3,85
5054072,25237492,Juliana,155,30,17
5054397,8873293,Helena S,65,2,14
5055033,26100862,Ira,90,1,0
5056421,13220337,Brian,150,3,27
5058683,3074904,Lauren & Chelsea,96,1,175
5059402,26124805,Laura,90,1,0
5060771,26133955,William,89,1,1
5061165,9018446,Javier,80,1,307
5061178,26136707,Jorge,77,4,80
5061309,13501341,Fiorella,60,1,155
5065185,10428997,Marta,165,4,72
5065276,25963759,Andrew,70,1,3
5065630,8813443,Win,83,1,0
5066526,26162659,Kylie,70,1,0
5066813,1445871,Gregory,139,1,62
5066900,25052740,Nina,50,7,13
5066963,26164700,Nico,50,1,0
5067097,2372310,Liz,220,5,0
5067348,6278351,Scott,250,3,26
5067417,8954264,Rod,177,10,25
5068972,23340108,Andrew,150,3,7
5069145,26176627,Jon,50,1,0
5070183,12306481,Pao,90,30,10
5070378,26184062,Laura,150,7,1
5075659,192852,Dim,125,3,211
5077231,7021059,Katie,150,1,0
5078828,3196390,Orli,415,4,3
5079124,12603113,Stephanie & Linda,50,2,39
5081207,25237492,Juliana,165,30,16
5082455,2908101,Mahesh,175,4,29
5083907,63613,Patricia,50,60,0
5084095,1700398,Vered,250,4,0
5084887,26265097,Nancy,100,5,1
5085803,23772724,Elem,99,30,12
5091056,26301893,Claude,80,1,12
5093174,17312709,Matthew,140,5,4
5093352,19850240,Neal,83,7,18
5094593,7801481,Inez,99,3,4
5096158,21201361,Jamie,79,1,1
5101342,19293586,Adam,100,2,19
5102006,26360956,Jen,160,4,16
5102132,26260328,Alec,45,7,1
5102389,26362901,William,225,1,63
5104668,24915685,Naveen,180,1,0
5105514,26380626,Shamim,90,7,1
5105632,15321576,Daniel,60,1,0
5105768,26382036,William,120,5,31
5105805,8329975,Gore,150,4,15
5106041,4265630,Nowme And Ra,80,4,51
5106214,22984995,Erin,275,2,11
5106749,26388856,Kat,110,14,35
5110224,26405093,Jeff,85,1,0
5110541,1965783,Cranford,245,1,3
5112761,2638171,Renan,90,3,0
5113910,10125456,Carly,115,5,51
5115372,26432133,Danielle,54,1,430
5115534,26433326,Martha,195,2,3
5116726,7203997,Gosia,995,2,43
5116727,2897021,Julia,120,10,7
5117339,26446036,Buddy,135,2,78
5119201,17450152,Tiba,150,1,38
5122899,9059339,Christine,61,7,167
5123033,1475015,Mike,115,30,0
5126391,26003292,Carrie,63,1,104
5127131,1946840,Nick,185,7,21
5131879,26529661,Alexis,1763,60,0
5132306,24711354,Forrest,33,28,20
5132986,2086194,Robert,55,2,3
5133942,7088204,Genesis,150,5,8
5135121,5125933,Penelope,80,21,3
5136673,8118080,Theresa,40,7,0
5136833,26558533,Jinqiu,79,2,8
5137531,7881946,Emmanuel,140,2,5
5141379,21112602,Maggie,198,2,15
5143959,20518366,Gabriel,65,1,0
5144689,26597048,M. Elizabeth,117,3,126
5144831,2055698,Nadia Dara,125,3,2
5146173,26606802,Christina,510,3,12
5148878,215570,Dirk,125,2,5
5149368,1867263,Lisa,170,1,0
5152230,26640253,Rachel,65,1,61
5159567,22011099,David,195,6,21
5159990,115669,Lauren,115,3,8
5160871,8780729,Ellen,135,3,31
5161173,1027417,Julien,350,3,5
5162578,23719409,Carlina,115,1,28
5162580,23719409,Carlina,45,1,205
5164045,26710027,Sara,65,2,21
5168749,10433019,Serene,135,30,3
5172992,23386756,Daniel,40,6,0
5173154,26756453,Tyler,70,1,0
5175054,22305520,James,199,30,119
5178944,18388649,Brian,100,2,0
5179493,4406876,Maureen,195,6,5
5179556,26789544,Martin,200,3,0
5179785,10711342,Mr. & Mrs. Kris,150,5,1
5180624,26794599,Carmen,60,2,1
5181492,15714652,Tejal,70,11,21
5181720,5399418,Jennifer,30,1,0
5183502,1762555,Arti,100,4,38
5184986,26819401,Alberto,180,3,3
5185359,5788393,Amy,105,2,19
5188746,5896802,Patricio,110,90,7
5188840,26377263,Stat,38,6,5
5191617,3977023,Vaida,70,1,1
5191630,21538710,Marýa,72,7,11
5191965,610690,Julien,75,1,35
5192165,26856159,Glenda,63,1,209
5192219,26856159,Glenda,58,1,194
5192459,10677483,Greg,70,1,0
5193421,1002840,Vladimir,145,5,63
5193916,26867230,Kayla,45,1,3
5194812,23909946,Robin Laverne,60,2,77
5195409,12879620,Neda,158,100,2
5195568,26877037,Catherine,139,1,3
5195654,26877931,Nikki,45,5,20
5199439,23772724,Elem,99,30,13
5199814,26899122,Katherine,85,3,1
5200433,24052348,Tara,85,10,14
5204458,1238879,Kristen,95,3,2
5205123,81928,Evan,150,3,45
5205171,1242374,Erin & Brad,96,3,82
5207973,26942242,Alfred,230,2,1
5210286,8353665,Alexandra,150,4,4
5211090,26958002,Justin,225,2,2
5211296,17448220,Louise,130,3,138
5212133,2265800,Sky,116,1,0
5213963,26975156,Vanessa,115,4,1
5214511,25762289,Amar,126,3,3
5216799,26564745,Lisa And Jessica,174,5,17
5217507,3510638,Eugene,149,5,13
5219488,26781249,Harman,150,4,10
5224210,1220404,Tom,100,2,1
5225088,2265022,K. Zovia,150,5,16
5227024,27046912,Tara & Carl,89,4,56
5229212,1226742,Johnny,308,2,62
5231104,27072226,Winona,40,1,0
5231817,2119276,Host,150,30,5
5232121,3339701,Angelo,55,1,90
5232570,27081028,Norman,55,1,16
5233279,19034179,Jennifer,139,2,2
5233345,27084741,Paul,90,1,27
5236146,4655245,Douglas,249,3,150
5236234,12762559,Jeremy,150,1,0
5237336,189275,Erika,95,1,49
5237422,1297675,Helena,135,2,79
5238491,675317,Elvira,45,17,0
5240711,27121854,Olga,289,10,169
5241757,1884659,Brett,97,2,47
5242156,956379,David,180,30,84
5247202,172672,Tara,75,30,32
5248975,9423379,Francois,320,6,10
5251338,17129810,Jeffrey,60,5,66
5251340,17129810,Jeffrey,60,3,118
5251586,5102579,Maggie,144,15,6
5251624,3114551,Jules,40,14,0
5251673,27181264,Jaclyn,115,1,0
5251719,27181498,Ben,75,1,0
5252343,419629,Nicky,47,2,2
5257388,27212322,Krupa,1450,1,0
5258014,3605729,Drew,100,3,19
5258459,1519119,Jason,50,1,0
5259407,2119276,Host,250,30,3
5260942,1478146,Anne,115,8,9
5261712,17491348,Valentin,60,7,1
5261913,27238076,Stephanie,135,2,195
5262076,4534649,L & A,50,2,170
5262333,27053744,Antal,149,3,1
5266736,27261471,Philmore,120,2,1
5266888,14684238,Matthew,150,5,22
5267177,27263990,Lindsey,110,3,0
5268045,10698270,Evgenia,95,1,21
5268960,6155803,Barrie,190,2,12
5269840,27277459,Dawn,139,4,77
5270589,26732630,Bennett,115,1,0
5271661,6960329,Edna,130,2,2
5271997,6716330,Chris,125,3,124
5276602,20114391,Lisa,45,21,14
5276704,27314977,Roza,110,4,8
5276908,8858347,Rob,120,21,12
5277117,6023360,Ali,50,1,1
5277242,8627814,Alex,100,2,3
5278810,6900870,Harish,75,2,14
5278927,7503643,Vida,129,30,7
5279859,6339750,Gabrielle,196,5,66
5279902,7181834,Juan,400,1,0
5279925,153675,Matteo,140,12,1
5284341,15264295,Toby,60,1,0
5285141,11483208,Claire,55,1,4
5285553,2423067,Clara,175,2,24
5285867,11601961,Amy,90,3,24
5286096,3866196,Guillaume,281,1,3
5286482,27371081,Igor,50,2,21
5287414,27376622,Eja,65,1,49
5287733,27379417,Dr.Sally,85,1,243
5288228,860636,Shawn(Ta),38,3,15
5288376,11297009,Lex,59,1,15
5288942,1189622,Janira,40,4,15
5292616,16427090,Frank,229,3,2
5293662,6177121,Casey,70,2,1
5295884,27428173,Lisa E,190,7,2
5297292,26134830,Isabel,150,3,109
5297788,17462748,Steven,68,5,115
5298299,11462251,Danielle,109,2,2
5298458,2730883,Seb,37,30,3
5298896,3868692,Lucas,124,1,107
5299177,11414889,Ben,190,2,9
5300082,16155254,Lina,160,1,210
5301003,1763862,Jing,160,1,111
5302719,9846230,Celine,145,5,0
5303100,25854571,Bryn,49,1,2
5304431,7503643,Vida,159,30,9
5305619,5663328,Scott,75,14,0
5309343,27502743,John,175,90,0
5309460,7989115,Nikki,150,2,8
5309810,24528234,Hua,65,1,8
5309959,22420999,Herman,50,2,20
5313584,1747467,Kristina,52,1,0
5315796,839021,Laura,176,5,7
5315798,22761603,Dan,90,1,1
5316158,936258,Kelsey,175,2,8
5316266,27538684,Pat,125,6,2
5316377,11137400,Eli,249,3,193
5316908,1475015,Mike,87,30,7
5317871,7389379,Nikki,65,2,0
5318322,8354345,Gennaro,495,2,95
5319150,3865502,Roy,120,30,21
5319431,27315132,Stratos,110,6,25
5319785,5734689,Eunice,159,2,13
5320983,588270,Dikla,189,2,177
5325551,27591905,Gene,58,2,0
5326138,1884659,Brett,59,1,12
5327035,7363727,Tanmaya,51,7,0
5327598,11576606,Katie,199,3,1
5328543,322716,Alex,52,12,1
5334478,5074654,Seth,199,2,98
5335792,7877557,Guy,100,2,0
5336588,12213641,Joshua,54,1,46
5337757,117949,Ariel,49,3,59
5338293,14794302,Vanessa,250,1,10
5340170,27240422,Hardik,45,1,2
5340262,27673980,Amy,50,1,214
5341379,17502474,Sylvia,600,1,0
